[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-08 02:31:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-08 02:31:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083\
[2024-11-08 02:31:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/notionbees/
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css?simply_static_page=663
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css?simply_static_page=663
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 439 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff2b2b8-WsYAwz.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:835cc1609de265bf950355284b5a32e2f4e8859a===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff33232-OcWi2h.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?simply_static_page=664
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?simply_static_page=664
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 340 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff33232-OcWi2h.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:323777872fb2502ad14b40221f1e1941cebdc96c===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff36fc6-nBjaRU.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css?simply_static_page=665
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css?simply_static_page=665
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 648 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff36fc6-nBjaRU.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:04dda2823f453543d933e765b01bd0bcf5676ed2===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff3eef7-xYxvF0.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css?simply_static_page=666
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css?simply_static_page=666
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 567 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff3eef7-xYxvF0.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:7cd0ece16533b21ac350234819ab2f887eed0776===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff460df-alDev4.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css?simply_static_page=667
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css?simply_static_page=667
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 273 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff460df-alDev4.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:8b322284b9107df2b2155203bf05a1db54ab8246===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff4a2bc-11HQye.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css?simply_static_page=668
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css?simply_static_page=668
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 250 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff4a2bc-11HQye.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:5cc0a8273b011cf7d3b6597dd6203167c6ec67b2===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff51bda-W6Jfrj.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css?simply_static_page=669
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css?simply_static_page=669
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 277 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff51bda-W6Jfrj.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:e31952fa57c6198bddcfd20384a61fd379e7b487===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff59003-OH2F5P.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css?simply_static_page=670
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css?simply_static_page=670
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 253 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff59003-OH2F5P.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:63095327707fe61099ccc9925c55f8ed35a14a62===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff608f7-mlrelW.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css?simply_static_page=671
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css?simply_static_page=671
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 835 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff608f7-mlrelW.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:2342e453403a3cd508144bffba52ff5349d76e1d===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff67e9d-smUPc2.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css?simply_static_page=672
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css?simply_static_page=672
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 713 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff67e9d-smUPc2.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
